ENROLLMENT,TUITION PAYMENT MARCH 2022,TUITION PAYMENT MARCH 2023,GENDER,TYPE OF EDUCATIONAL INSTITUTION,EDUCATIONAL INSTITUTION,INSTITUTION STATUS,DEPARTMENT,PROVINCE,DISTRICT,CLASSIFICATION,CAMPUS,FACULTY,PROGRAM/MAJOR,SHIFT/SCHEDULE,BENEFIT DISCOUNTS,STUDY MODE,AGE RANGE OF ENROLLED STUDENT,DISABILITY,NUMBER OF ENROLLED COURSES,AT-RISK COURSE
2,1,1,1,,,,14,98,308,1,6,6,57,2,4,0,3,0,3,0
2,1,1,1,,,,14,98,532,0,6,0,74,2,4,0,3,0,2,0
2,1,1,1,INSTITUTO,TECSUP No.1,PRIVADA,14,98,32,1,6,6,48,2,4,0,4,0,1,0
2,0,0,2,COLEGIO,EL AMAUTA,ESTATAL,14,98,157,1,6,0,9,2,4,0,3,0,1,0
2,1,1,2,,,,14,98,540,3,6,3,26,2,4,2,2,0,1,0
2,1,1,1,,,,14,98,660,3,6,6,43,0,4,2,2,0,2,0
2,1,1,2,COLEGIO,FE Y ALEGRIA 5,ESTATAL,14,98,532,1,6,1,18,1,4,2,1,0,1,0
2,1,1,1,INSTITUTO,LA UNIVERSIDAD,PRIVADA,14,98,308,0,6,3,24,1,4,0,4,0,3,0
2,1,1,1,,,,14,98,540,0,6,5,73,2,4,0,4,0,3,0
2,1,1,1,,,,14,98,402,2,6,5,63,3,4,0,2,0,1,0
2,1,1,2,COLEGIO,NUESTRA SEÑORA DE MONSERRAT,PRIVADA,14,98,157,1,6,6,32,3,4,0,2,0,2,0
2,1,1,1,,,,14,98,540,1,6,6,36,1,4,0,4,0,3,0
2,1,1,1,,AVIATUR,,14,98,308,1,6,5,30,0,4,2,3,0,1,0
2,1,1,1,,,,14,98,308,1,6,0,9,1,4,0,2,0,2,0
2,1,1,2,,,,6,24,68,2,6,5,16,2,4,0,1,0,1,0
2,1,1,2,COLEGIO,ZARATE,PRIVADA,14,98,309,1,6,5,16,2,4,2,2,0,2,0
2,1,1,2,,,,14,98,513,1,6,6,32,1,4,2,4,0,2,0
2,1,1,1,,,,14,98,137,2,6,5,63,1,4,0,3,0,3,0
2,1,1,1,,,,14,98,464,2,6,5,68,0,4,1,3,0,1,0
2,1,1,1,COLEGIO,1071 ALFONSO UGARTE,ESTATAL,14,98,137,1,6,6,46,1,4,0,3,0,0,0
2,1,1,2,,,,14,98,533,2,6,6,42,0,4,1,2,0,1,0
2,1,1,1,COLEGIO,JUAN PABLO VIZCARDO Y GUZMAN,ESTATAL,14,98,308,1,6,6,40,2,4,2,2,0,1,0
2,1,1,2,,,,6,24,68,3,6,3,26,1,4,1,2,0,3,0
2,1,1,2,COLEGIO,SANTO DOMINGO DE GUZMAN,PRIVADA,14,98,532,1,6,1,17,2,4,0,2,0,3,0
2,1,1,2,INSTITUTO,ESCUELA DE EDUCACION SUPERIOR,ESTATAL,14,98,157,1,6,7,76,2,2,2,3,0,2,0
2,1,1,1,,,,14,98,157,2,6,6,57,0,4,0,2,0,2,0
2,1,1,1,INSTITUTO,TOULOUSE LAUTREC,PRIVADA,14,98,309,1,6,7,76,0,4,2,3,0,1,0
2,1,1,2,COLEGIO,HENRI LA FONTAINE,PRIVADA,14,98,157,1,6,6,45,0,4,0,1,0,0,0
2,1,1,1,,,,14,98,54,3,6,3,26,2,4,2,2,0,3,0
2,0,0,1,COLEGIO,INMACULADO HIGH SCHOOL,PRIVADA,14,98,48,1,6,5,49,0,4,0,2,0,2,0
2,0,0,2,,,,14,98,573,2,6,0,4,2,4,0,2,0,2,2
2,1,1,1,COLEGIO,SANTIAGO APOSTOL,PRIVADA,14,98,533,0,6,5,59,1,4,0,4,0,2,0
2,1,1,1,COLEGIO,UNIVERSIDADNACIONALDEINGENI,ESTATAL,14,98,492,2,6,6,60,1,4,1,3,0,0,0
2,1,1,2,COLEGIO,VIRGO POTENS,ESTATAL,14,98,308,1,6,4,78,2,2,2,2,0,1,0
2,1,1,2,,,,14,98,659,1,6,7,77,1,4,0,1,0,1,0
2,1,1,1,,TRILCE DE SURCO,,14,98,533,1,6,6,57,1,4,0,1,0,3,0
2,1,1,2,COLEGIO,FRANCISCO BOLOGNESI CERVANTES,ESTATAL,14,98,532,1,6,3,24,0,4,0,1,0,2,0
2,1,1,2,,,,14,98,32,3,6,2,20,2,4,1,3,0,2,0
2,1,1,2,COLEGIO,TERESA GONZALES DE FANNING,PRIVADA,14,98,268,1,6,2,19,2,4,2,3,0,3,0
2,1,1,1,,,,14,98,573,2,6,3,25,2,4,0,3,0,1,0
2,1,1,2,COLEGIO,7704 SANTA ROSA,PRIVADA,14,98,606,1,6,0,0,0,4,0,2,0,1,0
2,1,1,1,COLEGIO,5076 NSTRA. SRA.DE LAS MERCEDE,ESTATAL,6,24,68,1,6,3,24,2,4,0,2,0,3,0
2,1,1,1,,,,14,98,513,2,6,3,25,2,4,0,4,0,3,0
2,1,1,2,COLEGIO,0430 SIMON BOLIVAR PALACIOS,ESTATAL,14,98,352,0,6,0,7,1,5,0,3,0,3,0
2,1,1,2,COLEGIO,SANTA INES,PRIVADA,14,76,227,1,6,1,17,1,4,0,2,0,3,0
2,1,1,1,,,,14,98,513,2,6,4,81,1,4,0,2,0,2,0
2,1,1,2,COLEGIO,VIRGO POTENS,ESTATAL,14,98,295,0,6,0,15,1,4,0,4,0,3,0
2,0,0,2,,,,14,98,308,1,6,3,24,0,4,0,4,0,0,0
2,1,1,1,,,,14,98,569,2,6,3,25,0,4,2,4,0,3,0
2,1,1,2,UNIVERSIDAD,UNIVERSIDAD,PRIVADA,14,98,543,0,6,3,24,2,4,0,4,0,3,0
2,1,1,1,COLEGIO,JOSE SANTOS CHOCANO,ESTATAL,14,98,461,0,6,3,24,1,4,0,4,0,3,0
2,1,1,1,,,,14,98,268,3,6,3,26,1,4,2,1,0,2,0
2,1,1,1,,APM TERMINALS INLAND SERVICES,,14,98,320,0,6,6,61,1,4,0,3,0,1,0
2,1,1,2,COLEGIO,NUESTRA SEÑORA DE LAS MERCEDES,ESTATAL,14,98,308,0,6,3,24,1,4,0,4,0,3,0
2,1,1,1,,,,14,98,308,2,6,0,75,0,4,0,3,0,3,0
2,1,1,2,,SERVICIO EDUCATIVO EMPRESARIAL,,14,98,513,0,6,0,7,2,4,0,4,0,1,0
2,1,1,2,COLEGIO,6051 MERCEDES INDACOCHEA,ESTATAL,14,98,48,0,6,0,7,0,4,0,3,0,1,1
2,1,1,2,,,,14,98,308,3,6,0,2,1,4,0,2,0,3,0
2,1,1,1,INSTITUTO,16 ALMIRANTE MIGUEL GRAU,ESTATAL,14,98,543,1,6,5,55,2,4,0,3,0,1,0
2,1,1,2,,,,14,98,182,2,6,3,25,1,4,2,1,0,1,1
2,1,1,2,COLEGIO,SANTIAGO ANTUNEZ DE MAYOLO,ESTATAL,14,98,560,1,6,5,71,1,4,0,2,0,1,0
2,1,1,1,COLEGIO,1071 ALFONSO UGARTE,ESTATAL,14,98,182,1,6,5,16,2,4,2,2,0,1,0
2,1,1,2,,00136,,14,98,295,1,6,5,52,0,4,0,1,0,3,0
2,1,1,2,COLEGIO,SAN IGNACIO SCHOOL,PRIVADA,14,98,32,1,6,0,4,2,4,0,2,0,2,0
2,1,1,1,INSTITUTO,SENCICO,PRIVADA,14,98,540,0,6,5,59,2,4,0,4,0,1,0
2,1,1,2,,,,14,98,268,2,6,0,14,0,4,2,3,0,2,0
2,1,1,1,,BERKELEY SCHOOL,,14,98,521,1,6,5,56,1,4,0,3,0,4,0
2,1,1,2,,,,6,24,68,2,6,4,81,1,4,2,2,0,2,0
2,1,1,1,UNIVERSIDAD,UNIVERSIDADPERUANADECIENCIA,PRIVADA,14,98,513,2,6,6,50,2,4,1,3,0,0,0
2,1,1,2,,CEBA - 0005 ROSA DE SANTA MARI,,6,24,68,0,6,0,15,2,4,0,4,0,2,0
2,1,1,2,,,,14,98,320,2,6,5,63,0,4,0,3,0,2,0
2,1,1,1,,,,14,98,308,2,6,5,68,2,4,2,2,0,2,0
2,1,1,2,INSTITUTO,FELIPE GUAMAN POMA DE AYALA,ESTATAL,14,98,308,1,6,5,16,1,4,0,2,0,3,0
2,1,1,2,COLEGIO,86001 SANTA ROSA DE VITERBO,ESTATAL,14,98,543,1,6,1,17,1,4,0,3,0,3,0
2,1,1,1,INSTITUTO,CIBERTEC,PRIVADA,14,98,543,1,6,5,35,2,4,0,3,0,3,0
2,1,1,2,,,,6,24,51,2,6,5,63,1,4,1,2,0,1,0
2,1,1,1,INSTITUTO,INCA GARCILAZO DE LA VEGA,PRIVADA,14,98,461,0,6,3,24,2,4,0,4,0,3,0
2,1,1,1,INSTITUTO,SISE (FORMACION EDUCATIVA),PRIVADA,14,98,268,0,6,6,61,2,4,0,4,0,2,0
2,1,1,2,,,,14,98,461,3,6,6,43,2,4,0,1,0,3,0
2,1,1,2,,HUANCAYO,,14,98,560,0,6,3,24,1,4,0,4,0,3,0
2,1,1,1,,,,14,98,532,0,6,5,62,1,4,0,3,0,3,0
2,1,1,2,COLEGIO,ANDRES AVELINO CACERES DORREGA,ESTATAL,14,98,352,0,6,0,7,1,4,0,4,0,2,0
2,1,1,1,COLEGIO,NUESTRA SEÑORA DEL CARMEN,ESTATAL,6,24,68,0,6,0,7,1,5,0,4,0,3,0
2,1,1,2,COLEGIO,ANDRES AVELINO CACERES,ESTATAL,14,98,660,0,6,0,15,2,4,0,4,0,2,0
2,1,1,2,INSTITUTO,DISEÑO Y COMUNICACION,ESTATAL,14,98,492,0,6,0,7,2,5,0,4,0,3,0
2,1,1,1,COLEGIO,RICARDO BENTIN,ESTATAL,14,98,492,1,6,3,24,2,4,0,4,0,3,0
2,1,1,1,,GUILLERMO E BILLINGHURST,,14,16,47,0,6,0,15,2,4,0,4,0,2,0
2,1,1,2,COLEGIO,7047 TACNA,ESTATAL,14,98,308,1,6,7,76,2,4,2,4,0,3,0
2,1,1,1,,,,6,24,68,2,6,5,63,1,4,2,2,0,3,0
2,1,1,1,COLEGIO,2071 CESAR VALLEJO,ESTATAL,14,98,157,1,6,5,55,1,4,0,2,0,4,0
2,1,1,1,COLEGIO,DIVINO JESUS DE COMAS,PRIVADA,14,98,157,1,6,6,40,0,4,0,2,0,0,0
2,1,0,2,,,,14,98,540,2,6,3,25,1,4,1,1,0,1,0
2,1,1,2,COLEGIO,NELIDA LEIVA TORRES,PRIVADA,14,98,324,1,6,7,77,1,4,0,2,0,1,0
2,1,1,2,COLEGIO,0154 CARLOS NORIEGA JIMENEZ,ESTATAL,14,98,532,0,6,0,15,1,4,0,4,0,3,0
2,1,1,2,COLEGIO,80830 ZOILA HORA DE ROBLES,ESTATAL,14,98,320,0,6,0,15,1,4,0,4,0,2,0
2,1,1,1,COLEGIO,PALAS ATENEA,PRIVADA,14,98,137,1,6,6,57,0,4,0,2,0,2,0
2,1,1,2,,SERVICIO EDUCATIVO EMPRESARIAL,,14,98,513,1,6,5,56,2,4,0,4,0,2,0
2,1,1,2,COLEGIO,UNIVERSIDADNACIONALMAYORDE,ESTATAL,14,98,543,0,6,5,59,2,4,0,3,0,3,0
2,1,1,1,COLEGIO,INNOVA SCHOOL,PRIVADA,14,98,402,1,6,6,57,0,4,2,1,0,1,0
2,1,1,2,,,,14,98,532,1,6,5,30,1,4,0,2,0,1,0
2,1,1,1,COLEGIO,TRILCE,PRIVADA,13,43,121,1,6,6,32,2,4,0,1,0,2,0
2,1,1,2,COLEGIO,CRUZ SACO DE BALCONCILLO,PRIVADA,14,98,295,1,6,5,16,1,4,0,1,0,2,0
2,1,1,2,COLEGIO,FERNANDO ROSSI EMANUELLI,PRIVADA,14,98,532,1,6,7,77,2,4,2,1,0,1,0
2,1,1,1,,,,14,98,182,1,6,6,39,0,4,2,2,0,1,0
2,1,1,1,COLEGIO,0001 MARIA AUXILIADORA,ESTATAL,14,98,308,1,6,6,32,2,4,0,1,0,1,0
2,1,1,2,INSTITUTO,CATOLICA,PRIVADA,14,98,32,0,6,3,24,2,4,0,4,0,3,0
2,1,1,1,INSTITUTO,CESCA,PRIVADA,14,98,540,0,6,6,61,1,4,0,4,0,1,0
2,1,1,1,,,,14,98,268,1,6,6,45,2,4,0,1,0,0,0
2,1,1,2,COLEGIO,0147 LUIS ALBERTO GARCIA ROJAS,ESTATAL,14,98,532,1,6,7,77,0,4,0,1,0,1,0
2,1,1,2,COLEGIO,2061 SAN MARTIN DE PORRES,ESTATAL,14,98,256,1,6,7,77,1,4,0,1,0,3,0
2,1,1,2,,,,14,98,308,2,6,5,63,0,4,2,1,0,1,0
2,1,1,1,,,,14,98,32,2,6,5,16,1,4,2,2,0,4,0
2,1,1,2,,,,14,98,137,2,6,3,25,2,4,2,4,0,3,0
2,1,1,1,,INLEA CORPORATION,,14,98,308,1,6,5,16,1,4,2,1,0,1,0
2,1,1,2,INSTITUTO,SENCICO,PRIVADA,14,98,606,1,6,5,16,2,4,0,3,0,4,0
2,1,1,1,INSTITUTO,SISE (FORMACION EDUCATIVA),PRIVADA,14,98,308,1,6,6,36,0,4,2,3,0,1,0
2,1,1,1,COLEGIO,NUESTRA SEÑORA DE LA CONSOLACI,PRIVADA,14,98,492,1,6,6,39,2,4,0,1,0,2,0
2,1,1,2,,,,14,98,295,2,6,5,63,0,4,0,1,0,1,0
2,1,1,1,,,,14,98,532,1,6,4,78,2,4,0,2,0,3,0
2,1,1,1,COLEGIO,INNOVASCHOOLS-ATE1SANTAC,PRIVADA,14,98,32,1,6,6,46,1,4,2,1,0,1,0
2,1,1,2,INSTITUTO,GENERAL OSCAR ARTETA TERZI,ESTATAL,14,98,308,0,6,2,22,1,4,0,3,0,3,0
2,1,1,1,INSTITUTO,DE LAS FUERZAS ARMADAS,ESTATAL,14,98,288,0,6,3,24,1,4,0,4,0,3,0
2,1,1,2,COLEGIO,SAN CARLOS,ESTATAL,14,98,54,1,6,7,76,1,4,2,2,0,3,0
2,1,1,2,INSTITUTO,CIBERTEC,PRIVADA,6,24,68,0,6,5,59,0,4,0,4,0,1,1
2,1,1,1,COLEGIO,0009 JOSE MARIA ARGUEDAS,ESTATAL,14,98,573,0,6,5,73,2,4,0,4,0,1,1
2,1,1,1,,16040 SAN JOSE,,14,98,309,1,6,1,17,1,4,0,1,0,2,0
2,1,1,1,INSTITUTO,INSTITUTO PERUANO DE ADMINISTR,PRIVADA,6,24,291,0,6,0,7,2,4,0,3,0,0,0
2,1,1,2,COLEGIO,CRUZ SACO DE CIPRESES,PRIVADA,14,98,540,1,6,3,24,2,4,0,2,0,1,0
2,0,0,2,COLEGIO,ALAS PERUANAS,PRIVADA,14,98,308,1,6,3,24,0,4,2,4,0,1,0
2,0,0,2,,,,14,98,533,1,6,1,28,1,4,0,1,0,3,0
2,1,1,2,COLEGIO,EL UNIVERSO,PRIVADA,14,98,402,1,6,7,77,2,4,2,2,0,2,0
2,1,1,2,,,,6,24,68,2,6,0,8,0,4,0,2,0,2,0
2,1,1,2,,,,14,98,659,1,6,1,28,1,4,0,1,0,3,0
2,0,0,2,COLEGIO,6085 BRIGIDA SILVA DE OCHOA,ESTATAL,14,98,137,1,6,0,10,2,4,0,2,0,1,0
2,1,1,1,COLEGIO,FERMIN TANGUIS,PRIVADA,14,98,532,1,6,0,4,2,4,2,1,0,2,0
2,1,1,2,COLEGIO,UNIVERSIDAD,ESTATAL,14,98,460,1,6,5,55,2,4,0,3,0,0,0
2,1,1,1,COLEGIO,2038 INCA GARCILASO DE LA VEGA,ESTATAL,14,98,606,0,6,0,7,2,4,0,4,0,2,0
2,1,1,2,COLEGIO,INNOVASCHOOLS-LOSOLIVOSVI,PRIVADA,14,98,540,1,6,0,9,1,2,0,1,0,2,0
2,0,0,1,,,,14,98,32,2,6,0,8,2,4,0,3,0,3,0
2,0,0,1,UNIVERSIDAD,UNIVERSIDADDESANMARTÍNDEP,PRIVADA,14,98,540,1,6,3,24,1,4,0,2,0,1,0
2,1,1,1,UNIVERSIDAD,UNIVERSIDADINCAGARCILASODE,PRIVADA,14,98,48,0,6,5,59,1,4,0,4,0,1,0
2,1,1,2,,,,14,98,513,2,6,5,63,1,4,0,1,0,1,0
2,0,0,2,COLEGIO,SANTIAGO APOSTOL,PRIVADA,14,98,533,1,6,7,77,2,4,0,3,0,1,1
2,1,1,1,,,,14,98,137,2,6,5,63,1,4,0,3,0,3,0
2,1,1,1,COLEGIO,REINA DE LAS AMERICAS,PRIVADA,14,98,295,0,6,2,22,2,4,0,4,0,1,0
2,1,1,1,COLEGIO,COLEGIO GENERICO/EXTRANJERO,PRIVADA,14,98,157,0,6,6,61,2,4,0,4,0,1,0
2,1,1,1,COLEGIO,6037 INCA PACHACUTEC,ESTATAL,14,98,533,0,6,5,62,1,4,0,4,0,1,0
2,1,1,1,UNIVERSIDAD,UNIVERSIDADPERUANADECIENCIA,PRIVADA,14,98,540,1,6,0,10,2,4,2,3,0,3,0
2,1,1,2,COLEGIO,ROSA DE SANTA MARIA,PRIVADA,14,28,253,1,6,7,29,1,4,0,2,0,2,0
2,1,1,2,COLEGIO,JULIO CESAR ESCOBAR,ESTATAL,14,98,533,0,6,5,73,2,4,0,4,0,2,0
2,1,1,1,,,,14,98,327,2,6,0,8,1,4,0,1,0,0,0
2,1,1,1,,,,10,84,244,2,6,0,6,0,4,0,1,0,3,3
2,1,1,1,,,,14,98,543,1,6,6,46,2,4,0,1,0,1,0
2,1,1,2,UNIVERSIDAD,UNIVERSIDAD,PRIVADA,14,98,532,0,6,5,62,1,4,0,3,0,3,0
2,1,1,2,COLEGIO,SAN PABLO,PRIVADA,14,98,308,1,6,3,24,1,4,0,1,0,3,0
2,1,1,1,,,,14,98,308,3,6,6,43,1,4,2,1,0,3,0
2,1,1,2,COLEGIO,VIRGO POTENS,ESTATAL,14,98,308,1,6,1,17,1,4,0,0,0,2,0
2,1,1,2,COLEGIO,SEIS DE AGOSTO,ESTATAL,14,98,532,1,6,1,28,1,4,0,2,0,3,0
2,1,1,1,COLEGIO,0003,ESTATAL,14,98,540,0,6,6,61,1,4,0,4,0,1,0
2,1,1,2,,,,14,98,352,3,6,2,20,2,4,2,2,0,3,0
2,1,1,2,,,,14,28,554,2,6,5,16,2,4,0,1,0,2,0
2,1,1,1,COLEGIO,SIGMA,PRIVADA,14,98,560,1,6,6,57,1,4,0,1,0,4,0
2,1,1,2,COLEGIO,LAS CAPULLANAS,ESTATAL,14,98,309,0,6,3,24,2,4,0,4,0,3,0
2,1,1,1,,,,14,98,268,2,6,0,14,2,4,2,1,0,1,0
2,1,1,1,,,,14,98,308,3,6,6,43,2,4,2,1,0,1,1
2,1,1,1,,,,14,98,660,1,6,6,39,2,4,0,2,0,2,0
2,1,1,2,,,,14,98,320,3,6,2,20,0,2,2,2,0,2,0
2,1,1,1,,,,14,98,540,2,6,5,16,2,4,2,1,0,1,0
2,1,1,2,,,,6,24,654,2,6,5,63,1,4,2,2,0,2,0
2,1,1,1,COLEGIO,BUONARROTI,PRIVADA,14,98,606,1,6,5,33,2,4,0,1,0,1,0
2,1,1,2,COLEGIO,COLEGIO GENERICO/EXTRANJERO,PRIVADA,14,98,308,0,6,3,24,0,4,0,4,0,3,0
2,1,1,1,COLEGIO,1235 UNION LATINOAMERICANA,ESTATAL,14,98,144,1,6,6,32,2,4,0,3,0,2,0
2,1,1,2,,,,14,98,532,2,6,6,42,2,4,2,1,0,2,0
2,1,1,1,,,,14,98,532,1,6,5,16,2,4,0,2,0,2,0
2,1,1,2,UNIVERSIDAD,UNIVERSIDAD,PRIVADA,14,98,295,0,6,2,22,2,4,0,4,0,3,0
2,1,1,2,UNIVERSIDAD,UNIVERSIDAD,PRIVADA,6,24,68,0,6,2,22,2,4,0,4,0,3,0
2,1,1,1,COLEGIO,NUESTRA SEÑORA DEL CARMEN,ESTATAL,14,76,227,1,6,5,52,3,4,0,3,0,1,0
2,1,1,1,INSTITUTO,ESCUELA SUPERIOR PRIVADA DE TE,PRIVADA,6,24,68,1,6,6,46,2,4,0,3,0,2,0
2,1,1,2,UNIVERSIDAD,UNIVERSIDADPERUANADECIENCIA,PRIVADA,14,98,660,1,6,1,18,1,4,2,2,0,1,0
2,1,1,2,COLEGIO,SACO,PRIVADA,14,98,540,1,6,7,76,2,4,0,1,0,3,0
2,1,1,1,COLEGIO,ENRIQUE NAPOLEON ESPINOZA DIOS,PRIVADA,14,98,492,1,6,5,31,2,4,0,1,0,1,0
2,1,1,1,UNIVERSIDAD,UNIVERSIDAD,PRIVADA,6,24,654,0,6,5,62,2,4,0,4,0,3,0
2,1,1,2,COLEGIO,INNOVA,PRIVADA,14,98,492,1,6,1,28,2,4,0,1,0,1,0
2,1,1,2,COLEGIO,MIGUEL GRAU,ESTATAL,14,98,327,1,6,5,52,0,4,2,1,0,1,0
2,1,1,1,INSTITUTO,JOSE PARDO,PRIVADA,14,98,532,1,6,5,52,2,4,0,4,0,3,0
2,1,1,1,,,,14,98,308,3,6,6,43,1,4,2,1,0,2,0
2,1,1,2,,,,14,98,32,2,6,4,81,2,4,1,2,0,1,0
2,1,1,2,,,,14,98,32,1,6,5,51,1,4,0,1,0,3,0
2,0,0,1,,,,14,98,492,2,6,5,67,0,4,0,1,0,2,0
2,0,0,2,COLEGIO,CEBA - LEONARD EULER,PRIVADA,14,98,660,1,6,6,45,1,4,0,1,0,3,0
2,1,1,2,COLEGIO,CHRISTIAN BARNARD DE VILLA,PRIVADA,14,98,660,1,6,7,77,2,4,0,1,0,2,0
2,1,1,1,COLEGIO,KAROL WOJTYLA COLLEGE,PRIVADA,14,98,308,1,6,6,32,2,4,0,1,0,1,0
2,1,1,2,COLEGIO,PROLOG DE VILLA EL SALVADOR,PRIVADA,14,98,540,1,6,6,32,1,4,0,2,0,1,0
2,1,1,2,,EJERCITO PERUANO,,3,8,340,1,6,3,24,1,4,0,4,0,2,0
2,1,1,1,,,,14,98,268,1,6,6,50,1,4,0,1,0,3,0
2,1,1,1,,,,14,98,532,1,6,7,76,2,4,2,1,0,1,1
2,1,1,1,,,,14,98,309,1,6,0,10,2,4,2,1,0,2,0
2,1,1,2,,88026 JULIO CESAR TELLO ROJAS,,14,98,659,0,6,0,5,2,4,0,4,0,2,0
2,1,1,1,COLEGIO,ISAAC NEWTON TUMBES S.A.C.,PRIVADA,14,98,540,1,6,1,28,2,4,0,1,0,2,0
2,1,1,2,,,,14,98,540,2,6,2,23,2,4,2,3,0,2,0
2,1,1,1,COLEGIO,SAN IGNACIO DE LOYOLA,PRIVADA,14,98,540,1,6,5,30,2,4,2,1,0,1,0
2,1,1,1,,,,14,98,492,1,6,5,35,1,2,0,2,0,2,0
2,1,1,2,COLEGIO,VIRGO POTENS,ESTATAL,14,98,308,1,6,1,17,0,4,0,1,0,2,0
2,1,1,1,COLEGIO,SAN MARCOS,PRIVADA,14,98,320,0,6,5,62,2,4,0,3,0,3,0
2,1,1,1,,,,14,98,536,3,6,2,20,0,4,1,3,0,1,0
2,1,1,1,COLEGIO,SACOOLIVEROS-PASCUALBARRAN,PRIVADA,14,98,540,0,6,5,62,1,4,0,4,0,3,3
2,1,1,2,,,,14,98,560,1,6,3,24,0,4,0,1,0,2,0
2,1,1,2,COLEGIO,EDELMIRA DEL PANDO,ESTATAL,14,98,32,1,6,7,29,1,4,2,2,0,3,0
2,1,1,2,COLEGIO,PAMER,PRIVADA,14,98,295,1,6,0,10,1,4,0,1,0,2,0
2,1,1,2,UNIVERSIDAD,UNIVERSIDADPRIVADASANJUANB,PRIVADA,14,98,288,0,6,3,24,2,4,0,4,0,0,0
2,1,1,2,,,,14,98,660,0,6,0,5,1,4,0,3,0,2,0
2,1,1,2,,,,14,98,540,2,6,5,68,1,4,2,1,0,2,0
2,1,1,2,COLEGIO,LOS PEREGRINOS,PRIVADA,14,98,532,1,6,6,45,2,4,0,1,0,2,0
2,1,1,2,,,,14,98,324,1,6,7,29,2,4,2,1,0,2,0
2,1,1,1,,,,14,98,182,2,6,5,63,0,4,2,1,0,3,0
2,1,1,2,,,,14,98,513,1,6,4,78,0,4,0,1,0,1,0
2,1,1,2,COLEGIO,CIBER UNI LAS PRADERAS,PRIVADA,14,98,560,1,6,1,17,0,4,0,2,0,1,0
2,1,1,2,COLEGIO,2070 NUESTRA SEÑORA DEL CARMEN,ESTATAL,14,98,308,1,6,0,4,2,4,0,1,0,2,0
2,1,1,1,COLEGIO,INNOVASCHOOLS-CHORRILLOS L,PRIVADA,14,98,533,1,6,6,40,0,4,0,1,0,1,0
2,1,1,2,,,,14,98,268,1,6,5,16,1,4,0,1,0,2,0
2,1,1,1,,,,14,98,573,3,6,6,43,2,2,2,1,0,3,0
2,1,1,1,,,,14,98,268,3,6,6,43,1,4,2,1,0,3,0
2,1,1,1,COLEGIO,MARISCAL ELOY GASPAR URETA,ESTATAL,14,98,660,0,6,0,15,0,4,0,4,0,2,0
2,1,1,1,COLEGIO,DIEZ DE OCTUBRE - SAN MIGUEL,PRIVADA,14,98,543,1,6,5,49,2,4,0,1,0,1,0
2,1,1,2,COLEGIO,JORGE POLAR,PRIVADA,14,98,461,1,6,1,28,2,4,2,2,0,2,0
2,0,0,1,,,,14,98,543,2,6,5,63,2,4,2,1,0,1,1
2,1,1,1,COLEGIO,UNIVERSIDADNACIONALMAYORDE,ESTATAL,14,98,157,1,6,6,32,2,4,2,3,0,2,0
2,1,1,2,COLEGIO,	COLEGIOPERUANOELTRIUNFOCOPETR,PRIVADA,14,98,308,1,6,5,52,0,4,0,1,0,1,0
2,1,1,1,,,,14,98,532,3,6,3,26,2,4,2,1,0,3,0
2,1,1,1,,,,10,44,125,3,6,6,43,2,4,1,2,0,2,0
2,1,1,2,COLEGIO,INMACULADA CONCEPCION,ESTATAL,12,121,428,1,6,5,58,2,4,2,2,0,1,0
2,1,1,1,,,,7,64,193,3,6,5,53,1,4,2,1,0,2,0
2,0,0,1,UNIVERSIDAD,UNIVERSIDADINCAGARCILASODE,PRIVADA,14,98,352,1,6,1,17,0,4,2,3,0,1,0
2,1,1,1,,INNOVASCHOOLS¿CERCADO-SAN,,14,98,492,1,6,6,57,2,4,0,1,0,3,0
2,1,1,1,,,,14,98,461,2,6,5,63,1,4,2,3,0,3,0
2,1,1,2,UNIVERSIDAD,UNIVERSIDADINCAGARCILASODE,PRIVADA,14,98,308,1,6,3,24,2,4,0,2,0,2,0
2,1,1,2,,,,14,98,543,0,6,5,62,2,4,0,3,0,3,0
2,1,1,1,COLEGIO,SEBASTIAN BARRANCA,ESTATAL,14,98,606,0,6,3,24,2,4,0,4,0,3,0
2,1,1,2,COLEGIO,UNIVERSIDADPERUANADEINVESTI,ESTATAL,6,24,291,0,6,3,24,0,4,0,4,0,2,0
2,1,1,2,UNIVERSIDAD,UNIVERSIDADINCAGARCILASODE,PRIVADA,14,98,268,0,6,2,22,2,5,0,4,0,3,0
2,1,1,2,INSTITUTO,ARZOBISPO LOAYZA (SANTA MARIA,PRIVADA,14,98,295,0,6,3,24,2,4,0,4,0,1,0
2,1,1,1,UNIVERSIDAD,UNIVERSIDADINCAGARCILASODE,PRIVADA,14,98,308,0,6,5,62,2,4,0,3,0,3,0
2,1,1,1,COLEGIO,INNOVASCHOOLS-CALLAO1SAEN,PRIVADA,6,24,291,1,6,6,32,2,4,0,1,0,2,0
2,1,1,2,,,,14,98,660,2,6,3,25,0,4,0,4,0,2,0
2,1,1,2,,,,14,98,536,3,6,4,79,1,4,2,2,0,3,0
2,1,1,2,INSTITUTO,IFB,PRIVADA,14,98,659,0,6,0,5,2,2,0,2,0,2,0
2,1,1,1,,,,14,98,308,1,6,7,76,1,4,0,1,0,3,0
2,1,1,2,UNIVERSIDAD,UNIVERSIDADINCAGARCILASODE,PRIVADA,14,98,268,1,6,3,24,1,4,0,3,0,1,0
