ENROLLMENT,TUITION PAYMENT MARCH 2022,TUITION PAYMENT MARCH 2023,GENDER,TYPE OF EDUCATIONAL INSTITUTION,EDUCATIONAL INSTITUTION,INSTITUTION STATUS,DEPARTMENT,PROVINCE,DISTRICT,CLASSIFICATION,CAMPUS,FACULTY,PROGRAM/MAJOR,SHIFT/SCHEDULE,BENEFIT DISCOUNTS,STUDY MODE,AGE RANGE OF ENROLLED STUDENT,DISABILITY,NUMBER OF ENROLLED COURSES,AT-RISK COURSE
2,1,1,2,COLEGIO,JESUS GUIA,PRIVADA,14,98,32,1,7,0,4,0,4,0,0,0,3,0
2,1,1,1,COLEGIO,1206 DANIEL ALCIDES CARRION,ESTATAL,14,98,32,1,7,3,24,0,4,0,0,0,3,0
2,1,1,1,COLEGIO,7259 VICTOR R. HAYA DE LA TORR,ESTATAL,14,98,402,1,7,6,45,2,4,0,2,0,3,0
2,1,1,1,,EDUCARE,,14,98,32,1,7,5,52,2,4,0,0,0,1,0
2,1,1,2,COLEGIO,1190 FELIPE HUAMAN POMA DE AYA,ESTATAL,14,98,324,0,7,3,24,2,4,0,1,0,2,0
2,1,1,2,COLEGIO,107 DANIEL ALCIDES CARRION GAR,ESTATAL,14,98,32,1,7,0,4,0,4,0,1,0,1,0
2,1,1,1,COLEGIO,7265,ESTATAL,14,98,402,1,7,6,45,2,4,0,0,0,2,0
2,1,1,1,COLEGIO,TELESFORO CATACORA,ESTATAL,14,98,32,1,7,6,45,2,4,0,0,0,3,0
2,1,1,1,INSTITUTO,SISE (FORMACION EDUCATIVA),PRIVADA,14,98,32,2,7,6,42,2,4,0,3,0,3,0
2,1,1,1,COLEGIO,SAN ISIDRO,PRIVADA,14,98,324,1,7,5,52,2,4,0,1,0,2,0
2,0,0,1,,,,14,98,32,2,7,6,42,2,4,0,0,0,2,0
2,1,1,2,,,,14,98,32,2,7,3,25,0,4,0,1,0,0,0
2,1,1,1,,,,14,98,32,1,7,5,56,1,4,0,1,0,2,0
2,1,1,1,COLEGIO,0053 SAN VICENTE DE PAUL,ESTATAL,14,98,32,1,7,5,52,2,4,0,0,0,2,0
2,1,1,1,,,,1,143,480,2,7,5,68,2,4,0,2,0,2,2
2,1,1,2,COLEGIO,EDELMIRA DEL PANDO,ESTATAL,14,98,308,1,7,5,16,1,4,0,0,0,1,0
2,0,0,1,,,,14,98,32,2,7,6,42,1,4,0,0,0,5,0
2,1,1,2,,,,14,98,32,3,7,0,2,1,4,0,0,0,3,0
2,1,1,1,,,,14,98,103,1,7,6,40,2,4,2,0,0,1,0
2,1,1,1,,,,14,98,324,2,7,5,68,2,4,2,4,0,4,0
2,1,1,1,COLEGIO,JULIO RAMON RIBEYRO,PRIVADA,14,98,32,1,7,6,40,0,4,0,0,0,3,0
2,1,1,1,COLEGIO,SACO,PRIVADA,14,98,32,1,7,5,33,2,4,0,0,0,3,0
2,1,1,1,,,,14,98,32,2,7,5,68,1,4,2,0,0,3,0
2,1,1,1,,,,14,98,32,2,7,5,63,0,4,0,1,0,2,0
2,1,1,1,COLEGIO,MAESTRO CESAR VALLEJO,PRIVADA,14,98,32,1,7,6,40,0,4,2,0,0,1,1
2,1,1,1,,,,14,98,324,2,7,2,23,2,4,2,3,0,3,0
2,1,1,2,,,,14,98,324,1,7,2,19,2,4,0,0,0,3,0
2,1,1,2,,,,14,98,32,2,7,5,63,1,4,2,0,0,1,0
2,1,1,1,,,,14,98,103,2,7,6,60,0,4,2,0,0,1,0
2,1,1,1,COLEGIO,1233 MANUEL FERNANDO CABREL NI,ESTATAL,14,98,32,0,7,3,24,2,4,0,1,0,1,0
2,1,1,1,COLEGIO,FE Y ALEGRIA 41,ESTATAL,14,98,324,1,7,0,0,0,4,0,0,0,1,0
2,1,1,1,COLEGIO,TRILCE,PRIVADA,14,98,32,1,7,6,40,1,4,2,0,0,1,1
2,1,1,2,,,,14,98,32,2,7,5,16,2,4,2,0,0,3,0
2,1,1,2,COLEGIO,1278 MIXTO LA MOLINA,ESTATAL,14,98,32,1,7,0,0,1,4,0,0,0,1,0
2,1,1,1,,,,14,98,324,2,7,6,60,2,4,0,0,0,1,0
2,1,1,1,,,,14,98,32,2,7,5,56,0,2,0,1,0,2,0
2,1,1,1,COLEGIO,0026 AICHI NAGOYA,ESTATAL,14,98,32,1,7,5,52,2,4,0,0,0,1,0
2,1,1,1,COLEGIO,GREGORIO MARTINELLY,ESTATAL,14,98,540,0,7,3,24,2,4,0,4,0,0,0
2,1,1,2,COLEGIO,1251 PERUANO SUIZO,ESTATAL,14,98,32,1,7,2,19,0,2,0,1,0,2,0
2,1,1,1,,,,14,98,308,3,7,6,43,2,4,1,0,0,1,1
2,1,1,1,COLEGIO,JORGE CHAVEZ,PRIVADA,14,98,32,1,7,6,40,1,4,0,0,0,0,0
2,1,1,1,COLEGIO,CORAZON DE JESUS DE JICAMARCA,ESTATAL,14,98,324,1,7,5,56,2,4,0,0,0,2,0
2,1,1,1,COLEGIO,EULER,PRIVADA,14,98,560,1,7,4,78,2,4,2,0,0,1,0
2,1,1,1,,TECSUP N° 1,,14,98,32,1,7,5,51,1,4,2,3,0,0,0
2,1,1,1,COLEGIO,SACO,PRIVADA,14,98,32,1,7,6,45,2,4,0,0,0,2,0
2,1,1,1,,,,14,98,32,2,7,0,12,0,4,0,1,0,3,3
2,0,0,1,,,,14,98,32,2,7,6,42,0,4,0,3,0,1,1
2,1,1,1,COLEGIO,LA CATOLICA,PRIVADA,14,98,103,1,7,2,19,0,4,0,0,0,0,0
2,1,1,1,,,,14,98,32,3,7,5,53,2,4,2,2,0,2,2
2,1,1,1,,,,14,98,32,3,7,3,26,1,4,2,1,0,3,0
2,1,1,1,,,,14,98,324,3,7,4,79,1,4,2,1,0,2,0
2,1,1,1,COLEGIO,SAN IISIDRO PATRON DE JICAMARC,PRIVADA,14,98,324,1,7,6,57,1,4,0,0,0,3,0
2,0,0,2,,,,14,98,32,1,7,5,33,2,4,0,0,0,1,0
2,1,1,1,,,,14,98,32,3,7,0,2,2,4,2,4,0,1,0
2,1,1,1,COLEGIO,PASCUALSACOOLIVEROS-LUMBRE,PRIVADA,14,98,32,1,7,6,40,0,4,0,0,0,3,0
2,1,1,1,COLEGIO,JOSE SANTOS CHOCANO,ESTATAL,11,160,679,1,7,6,57,2,4,2,0,0,1,0
2,1,1,1,,SAN AGUSTIN DE MIRAFLORES,,14,98,352,1,7,3,24,1,4,2,2,0,1,1
2,1,1,1,COLEGIO,1233 MANUEL FERNANDO CABREL NI,ESTATAL,14,98,324,1,7,5,52,0,4,0,0,0,2,0
2,0,0,1,,,,14,98,32,3,7,4,79,1,4,2,2,0,1,1
2,1,1,1,,LIMA SAN CARLOS,,14,98,32,0,7,3,24,2,4,0,4,0,0,0
2,1,1,2,COLEGIO,SAN GERARDO,PRIVADA,14,98,324,1,7,4,78,0,4,0,2,0,2,0
2,1,1,2,COLEGIO,NIÑO GENIO,PRIVADA,14,98,32,1,7,4,78,2,4,0,3,0,3,0
2,1,1,2,COLEGIO,1251 PERUANO SUIZO,ESTATAL,14,98,32,1,7,6,40,0,4,2,0,0,1,0
2,1,1,2,COLEGIO,UNIMASTER,PRIVADA,14,98,32,0,7,2,22,1,4,0,4,0,3,0
2,1,1,2,,,,14,98,32,1,7,0,4,0,4,0,0,0,1,1
2,1,1,1,,,,14,98,32,3,7,6,43,2,4,2,1,0,3,0
2,1,1,1,,,,11,41,435,3,7,0,2,0,4,2,1,0,1,0
2,1,1,1,,,,14,98,32,3,7,0,2,1,4,0,1,0,3,0
2,1,1,2,UNIVERSIDAD,UNIVERSIDAD,ESTATAL,14,98,32,0,7,2,22,1,4,0,4,0,3,0
2,0,0,1,,,,14,98,32,3,7,6,43,1,4,0,1,0,1,0
2,1,0,1,,,,14,98,560,3,7,0,2,1,4,2,1,0,3,0
2,1,1,1,,,,14,98,32,2,7,5,16,2,4,2,0,0,3,0
2,1,1,2,COLEGIO,SIMON BOLIVAR,ESTATAL,14,80,235,1,7,0,1,1,4,0,0,0,0,0
2,1,1,2,,,,14,98,32,2,7,2,23,0,4,0,0,0,1,0
2,1,1,1,COLEGIO,0108 SANTA ROSA DE QUIVES,ESTATAL,14,98,560,1,7,5,33,2,4,0,0,0,3,0
2,1,0,1,COLEGIO,THALES DE VITARTE,PRIVADA,14,98,32,1,7,6,45,2,4,0,0,0,1,0
2,1,1,1,,UNIVERSIDAD CESAR VALLEJO,,14,80,235,0,7,5,59,1,4,0,4,0,3,0
2,1,1,1,,,,14,98,32,3,7,6,43,1,4,2,2,0,1,0
2,1,1,1,,,,14,98,32,2,7,5,16,1,4,0,1,0,1,1
2,1,1,2,,,,14,98,324,3,7,3,26,1,4,2,2,0,3,0
2,1,1,2,COLEGIO,LA SAGRADA FAMILIA,PRIVADA,14,98,32,0,7,5,62,2,4,0,3,0,2,0
2,1,1,1,COLEGIO,107 DANIEL ALCIDES CARRION GAR,ESTATAL,14,98,32,1,7,5,52,2,4,0,1,0,3,0
2,0,0,2,COLEGIO,0055 MANUEL GONZALES PRADA,ESTATAL,14,98,32,0,7,2,22,1,4,0,4,0,3,0
2,1,1,1,,FLORENCIA DE MORA,,12,153,223,1,7,3,24,0,4,0,1,0,3,0
2,1,1,2,,,,14,98,32,3,7,5,53,2,4,2,1,0,3,0
2,1,1,1,,,,14,98,32,3,7,3,26,1,4,2,2,0,2,0
2,0,0,2,COLEGIO,MARIA INMACULADA,ESTATAL,14,98,532,1,7,0,4,2,4,0,0,0,2,0
2,1,1,1,,,,14,98,32,2,7,2,23,2,4,1,0,0,1,0
2,1,1,1,COLEGIO,CESAR VALLEJO,PRIVADA,14,98,32,1,7,5,31,1,4,0,2,0,1,0
2,1,1,1,COLEGIO,1226,ESTATAL,14,98,32,1,7,6,57,2,4,0,0,0,2,0
2,1,1,1,,,,14,98,32,2,7,6,57,1,4,2,0,0,1,0
2,1,1,2,,,,14,98,32,2,7,3,25,0,4,2,0,0,1,0
2,1,1,2,,,,14,98,32,2,7,2,23,0,4,0,1,0,1,0
2,1,1,1,INSTITUTO,IFB,PRIVADA,14,98,32,1,7,0,4,2,4,0,4,0,2,0
2,1,1,1,COLEGIO,1148 JUANA INFANTES VERA,ESTATAL,14,98,32,1,7,2,19,1,4,2,1,0,3,0
2,1,1,2,,,,14,98,32,2,7,3,25,2,4,2,0,0,1,0
2,1,1,1,COLEGIO,TRILCE,PRIVADA,14,98,324,1,7,5,52,1,4,2,1,0,0,0
2,1,1,1,COLEGIO,1244 MICAELA BASTIDAS,ESTATAL,14,98,32,1,7,0,1,0,4,0,0,0,1,0
2,1,1,1,COLEGIO,1140 AURELIO MIRO QUEZADA SOSA,ESTATAL,14,98,402,1,7,6,50,1,4,0,1,0,1,0
2,1,1,1,,,,14,98,324,2,7,6,42,1,4,0,0,0,3,0
2,1,1,2,COLEGIO,1233 MANUEL FERNANDO CABREL NI,ESTATAL,14,98,324,1,7,0,1,1,4,0,0,0,2,0
2,1,1,2,,,,14,98,32,3,7,5,53,1,4,2,1,0,1,0
2,1,1,1,COLEGIO,INGENIEROS DE LUCUMOS,PRIVADA,14,98,560,1,7,5,56,1,4,0,0,0,1,1
2,1,1,1,,CPED - 32161,,14,98,32,1,7,5,33,2,4,0,1,0,4,0
2,1,1,1,COLEGIO,KAROL WOJTYLA,PRIVADA,14,98,32,1,7,6,40,2,4,0,0,0,2,0
2,1,1,2,COLEGIO,UNIVERSIDADNACIONALDEEDUCAC,ESTATAL,14,98,32,0,7,5,59,0,4,0,3,0,2,0
2,1,1,1,,,,14,98,560,3,7,6,43,2,4,2,2,0,3,0
2,1,1,1,COLEGIO,UNION,PRIVADA,14,98,324,1,7,0,1,0,4,2,2,0,1,0
2,1,1,2,,,,14,98,32,2,7,4,81,1,4,2,3,0,2,0
2,0,0,2,,,,14,98,32,2,7,5,63,1,4,2,0,0,1,0
2,1,1,2,,CEBA - AMAUTA,,14,98,32,1,7,0,10,1,4,0,0,0,1,0
2,1,1,1,,,,14,98,32,3,7,6,43,0,4,2,1,0,1,0
2,1,1,2,,,,14,98,324,3,7,2,20,1,4,2,2,0,3,0
2,1,1,1,COLEGIO,ESTUDIO Y ENSEÑANZA SANTA ROSA,PRIVADA,14,98,32,1,7,5,33,1,4,0,0,0,1,0
2,1,1,1,COLEGIO,ALFONSO UGARTE,PRIVADA,14,98,560,1,7,6,40,1,4,0,0,0,1,0
2,1,1,1,,,,14,98,32,2,7,5,68,2,4,0,1,0,1,0
2,0,0,2,,,,14,98,560,3,7,5,53,1,4,0,0,0,1,0
2,1,1,1,COLEGIO,CESAR VALLEJO DE LAS PRADERAS,PRIVADA,14,98,560,1,7,6,57,1,4,0,1,0,0,0
2,1,0,2,COLEGIO,1218 SAN LUIS MARIA DE MONTFOR,ESTATAL,14,98,103,1,7,0,1,0,4,0,1,0,1,0
2,1,1,1,,,,14,98,32,2,7,4,81,2,4,2,0,0,1,0
2,1,1,1,,,,14,98,32,2,7,6,70,1,4,2,3,0,4,0
2,1,1,1,,,,14,98,32,2,7,6,70,1,4,2,0,0,4,0
2,1,1,1,,,,14,98,324,2,7,5,63,1,4,2,2,0,1,1
2,1,1,1,COLEGIO,046 VICTOR RAUL HAYA DE LA TOR,ESTATAL,14,98,32,1,7,6,40,1,4,0,0,0,3,0
2,1,1,1,,,,14,98,560,2,7,5,16,2,4,1,3,0,1,0
2,1,1,1,,,,14,98,32,3,7,6,43,2,4,2,1,0,2,0
2,1,1,2,,,,14,98,560,3,7,6,43,1,4,0,0,0,3,0
2,1,1,2,,,,14,98,324,3,7,2,20,2,2,2,2,0,3,0
2,1,1,1,,UNIV.,,18,59,621,0,7,5,59,1,4,0,3,0,1,0
2,0,0,1,INSTITUTO,CIBERTEC,PRIVADA,14,98,560,1,7,6,57,1,4,0,2,0,1,0
2,1,1,1,COLEGIO,LICEO NAVAL CONTRALMIRANTE MON,ESTATAL,14,98,32,1,7,6,40,1,4,0,0,0,3,0
2,0,0,1,,CEBA - JOSE MARIA ARGUEDAS,,11,41,537,1,7,6,40,1,4,0,0,0,3,0
2,1,1,1,,,,14,98,560,2,7,6,57,1,4,0,0,0,1,1
2,0,0,1,COLEGIO,INGENIEROS DE LUCUMOS,PRIVADA,14,98,32,1,7,6,45,2,4,0,0,0,1,0
2,1,1,1,,44 ROGELIO MENDOZA CABALLERO,,14,98,32,1,7,5,16,0,4,0,0,0,2,0
2,1,1,1,,,,14,98,32,3,7,6,43,0,4,2,0,0,2,0
2,1,1,1,,,,14,98,32,2,7,6,70,0,4,0,0,0,2,0
2,1,1,1,COLEGIO,MICAELA BASTIDAS,PRIVADA,14,98,32,1,7,6,45,2,4,0,1,0,2,2
2,1,1,2,,,,14,98,32,2,7,2,23,1,4,2,3,0,4,0
2,1,1,2,COLEGIO,LA SAGRADA FAMILIA,PRIVADA,14,98,32,1,7,0,0,0,4,0,0,0,1,0
2,1,1,1,COLEGIO,TECHNOLOGY,PRIVADA,14,98,324,1,7,5,52,1,4,0,0,0,1,1
2,1,1,1,COLEGIO,TRILCE-VILLAMARIADELTRIUN,PRIVADA,14,98,533,1,7,6,40,2,4,0,0,0,1,1
2,1,1,1,,,,14,98,324,2,7,0,12,0,4,0,0,0,2,0
2,0,0,1,COLEGIO,20147 ELADIO HURTADO VICENTE,ESTATAL,14,98,32,0,7,5,59,2,4,0,3,0,1,1
2,1,1,2,,,,14,98,32,3,7,4,79,0,4,2,1,0,3,0
2,1,1,2,COLEGIO,CEPEBAN,PRIVADA,14,98,32,0,7,2,22,1,2,0,3,0,3,0
2,1,1,2,,,,14,98,560,2,7,6,42,0,4,2,1,0,3,0
2,0,0,1,,,,14,98,324,2,7,6,50,2,4,0,3,0,1,0
2,1,1,1,,,,14,98,32,2,7,5,63,1,4,0,4,0,3,0
2,1,1,2,COLEGIO,0053 SAN VICENTE DE PAUL,ESTATAL,14,98,32,1,7,5,16,2,4,2,2,0,1,0
2,1,1,1,,,,14,98,32,2,7,5,56,2,4,2,1,0,2,0
2,1,1,2,,,,14,98,560,3,7,5,53,1,4,0,0,0,2,0
2,1,1,1,,,,14,98,32,2,7,5,67,0,4,0,2,0,2,0
2,1,1,2,,,,14,98,324,2,7,0,12,2,4,1,0,0,1,0
2,1,1,1,,,,14,98,32,2,7,5,16,2,4,2,1,0,4,0
2,1,1,1,COLEGIO,MARCELINO CHAMPAGNAT,PRIVADA,14,80,491,1,7,6,45,0,4,0,0,0,1,1
2,1,1,2,,,,14,80,347,3,7,4,79,2,4,2,1,0,3,0
2,1,1,2,,,,14,98,32,3,7,4,79,1,4,2,0,0,2,0
2,0,0,1,,,,14,98,32,3,7,4,79,1,4,2,1,0,1,0
2,1,1,1,COLEGIO,7102 SAN FRANCISCO DE ASIS,ESTATAL,14,98,402,1,7,6,57,0,4,0,0,0,1,1
2,1,1,1,,,,14,98,324,2,7,5,63,0,4,0,0,0,3,0
2,0,0,2,,,,14,98,32,2,7,0,12,2,4,1,0,0,1,0
2,0,0,1,COLEGIO,046 VICTOR RAUL HAYA DE LA TOR,ESTATAL,14,98,32,1,7,5,56,2,4,0,0,0,3,0
2,1,1,2,,,,14,98,324,2,7,6,42,2,4,2,1,0,3,0
2,1,1,2,,,,14,98,32,2,7,0,12,0,4,0,1,0,1,1
2,1,1,2,COLEGIO,SACOOLIVEROS-HELICOIDALSAN,PRIVADA,14,98,560,1,7,6,40,2,4,0,0,0,1,0
2,1,1,2,,,,14,98,32,3,7,2,20,1,4,2,1,0,1,1
2,1,1,2,,,,14,98,324,3,7,4,79,2,4,2,0,0,2,0
2,1,1,2,,,,11,141,580,2,7,6,70,2,4,0,2,0,4,0
2,1,1,2,COLEGIO,MANUEL GONZALEZ PRADA,ESTATAL,14,98,32,0,7,3,24,2,4,0,3,0,1,0
2,1,1,1,COLEGIO,SAN JUAN,ESTATAL,4,69,529,1,7,5,33,0,4,2,3,0,2,0
2,1,1,1,COLEGIO,MONTESSORI INNOVA,PRIVADA,14,98,32,1,7,5,52,0,4,0,0,0,1,1
2,1,1,1,COLEGIO,LOS ALAMOS,PRIVADA,14,98,32,1,7,6,40,1,4,0,0,0,3,0
2,1,1,2,,,,14,98,32,2,7,0,12,0,4,2,3,0,3,0
2,1,1,1,COLEGIO,TECHNOLOGY SCHOOLS,PRIVADA,14,98,32,1,7,5,16,1,4,0,1,0,3,0
2,1,1,1,COLEGIO,JOSE INGENIEROS,PRIVADA,14,98,532,1,7,6,45,2,4,0,1,0,1,0
2,0,0,1,COLEGIO,FE Y ALEGRIA 41,ESTATAL,14,98,32,1,7,6,40,1,4,0,1,0,2,2
2,1,1,1,COLEGIO,JOSE CARLOS MARIATEGUI,ESTATAL,18,120,630,1,7,6,40,1,4,0,0,0,1,1
2,1,1,1,UNIVERSIDAD,UNIVERSIDADPERUANADECIENCIA,PRIVADA,14,98,32,3,7,3,26,0,4,2,4,0,3,0
2,1,1,1,,,,14,98,32,3,7,5,53,1,4,0,2,0,4,0
2,0,0,2,COLEGIO,0101 SHUJI KITAMURA,ESTATAL,14,98,560,3,7,2,20,1,4,0,0,0,0,0
2,1,1,1,COLEGIO,POLITECNICO REGIONAL DEL CENTR,ESTATAL,14,98,560,2,7,3,25,2,4,2,4,0,3,0
2,1,1,2,,,,14,98,324,1,7,6,45,2,4,0,0,0,1,0
2,1,1,2,COLEGIO,TRENTO ATE,PRIVADA,14,98,32,1,7,0,10,2,4,0,1,0,1,0
2,1,1,1,COLEGIO,1278 MIXTO LA MOLINA,ESTATAL,14,98,32,1,7,6,40,2,4,0,2,0,4,0
2,1,1,1,COLEGIO,0029 MARCO PUENTE LLANOS,ESTATAL,14,98,32,1,7,6,45,2,4,2,1,0,1,1
2,1,1,1,COLEGIO,EDUARDO FORGA,PRIVADA,14,98,324,1,7,0,1,2,4,0,0,0,1,0
2,0,0,1,,,,14,98,32,2,7,2,23,2,4,2,4,0,1,0
2,0,0,2,COLEGIO,SAN MATEO DE HUANCHOR,ESTATAL,14,80,120,3,7,3,26,1,4,2,2,0,3,0
2,1,1,1,,,,14,98,324,1,7,5,51,2,4,0,1,0,2,0
2,1,1,2,,SACO,,14,98,324,1,7,5,51,2,4,2,4,0,3,0
2,1,1,1,COLEGIO,CRISTO DE LA PAZ,PRIVADA,14,98,324,2,7,5,68,2,4,2,0,0,1,0
2,1,1,2,COLEGIO,NEW SCHOOL,PRIVADA,14,98,32,1,7,4,78,1,4,0,0,0,2,0
2,1,1,1,COLEGIO,PERUANO AMERICANO,PRIVADA,14,98,324,1,7,5,16,1,4,2,0,0,1,0
2,0,0,1,INSTITUTO,SENATI,PRIVADA,14,98,324,1,7,5,51,2,4,0,3,0,2,0
2,1,1,1,COLEGIO,1248 5 DE ABRIL,ESTATAL,14,98,32,1,7,4,78,1,4,0,1,0,1,1
2,1,1,1,COLEGIO,EULER,PRIVADA,14,98,32,1,7,0,10,0,4,2,0,0,1,0
2,1,0,1,,,,14,80,541,3,7,6,43,2,4,0,0,0,1,1
2,1,1,1,COLEGIO,1226,ESTATAL,14,98,32,1,7,6,40,1,4,0,1,0,2,0
2,1,1,1,COLEGIO,1226,ESTATAL,14,98,32,1,7,6,50,2,4,0,0,0,2,0
2,1,0,1,COLEGIO,SACOOLIVEROS-PASCUALAYACUC,PRIVADA,4,69,39,3,7,6,43,1,4,0,1,0,2,2
2,1,1,2,INSTITUTO,SENATI,PRIVADA,14,98,32,1,7,5,51,1,4,0,2,0,4,0
2,0,0,1,COLEGIO,LEONARD EULER,PRIVADA,14,98,103,1,7,5,33,2,4,0,0,0,1,0
2,1,1,2,COLEGIO,COLEGIO NACIONAL MIXTO HUAYCAN,ESTATAL,14,98,32,1,7,5,16,1,4,0,0,0,1,0
2,1,1,2,COLEGIO,1230,ESTATAL,14,98,288,3,7,4,79,2,4,1,3,0,1,0
2,0,0,1,COLEGIO,LOS ALAMOS,PRIVADA,14,98,324,1,7,5,52,1,4,0,0,0,3,0
2,1,1,1,COLEGIO,JULIO C. TELLO,ESTATAL,14,98,324,2,7,6,42,1,4,0,1,0,1,0
2,1,1,2,,,,14,98,103,3,7,6,43,1,4,0,2,0,3,0
2,1,1,1,,,,14,98,324,2,7,5,63,1,4,0,2,0,1,0
2,1,1,1,COLEGIO,JESUS SACRAMENTADO,ESTATAL,14,98,402,2,7,5,68,1,4,0,3,0,2,2
2,1,1,1,COLEGIO,046 VICTOR RAUL HAYA DE LA TOR,ESTATAL,14,98,32,1,7,6,40,2,4,0,1,0,2,0
2,0,0,2,COLEGIO,FE Y ALEGRIA 53,ESTATAL,14,98,32,1,7,0,10,2,4,0,1,0,1,0
2,1,1,1,COLEGIO,7076 LAS BRISAS DE VILLA,ESTATAL,14,98,308,1,7,2,19,0,4,0,1,0,1,1
2,1,1,1,COLEGIO,SANTISIMO SALVADOR,PRIVADA,14,98,32,1,7,6,40,1,4,0,1,0,3,0
2,1,1,2,COLEGIO,LEONARDO DE VINCI,PRIVADA,14,98,32,1,7,0,4,2,4,0,1,0,1,0
2,1,1,2,COLEGIO,20955-2 NACIONES UNIDAS,ESTATAL,14,98,32,1,7,0,10,0,4,0,1,0,1,0
2,0,0,2,,,,14,98,402,2,7,0,12,1,4,0,1,0,1,0
2,1,1,1,,,,14,98,324,2,7,6,42,1,4,0,1,0,3,0
2,1,1,1,COLEGIO,SAN JUAN MACIAS,PRIVADA,14,98,560,1,7,6,50,2,4,0,0,0,2,0
2,1,1,1,COLEGIO,CORAZON DE JESUS DE SANTA CLAR,PRIVADA,14,98,32,1,7,0,1,0,4,0,2,0,1,0
2,1,1,2,,,,14,98,324,2,7,4,81,1,4,2,1,0,3,0
2,1,1,1,,,,14,98,32,3,7,6,43,2,4,1,0,0,2,0
2,1,1,2,,,,14,98,32,2,7,2,23,0,4,2,0,0,1,0
2,1,1,1,,,,14,98,103,2,7,6,70,1,4,0,0,0,1,0
2,0,0,1,,,,14,98,103,2,7,5,63,1,4,0,0,0,3,0
2,1,1,2,COLEGIO,1140 AURELIO MIRO QUEZADA SOSA,ESTATAL,14,98,288,2,7,5,68,0,4,2,3,0,1,0
2,0,0,2,COLEGIO,JUAN XXIII,ESTATAL,14,98,560,2,7,3,25,0,4,2,4,0,2,0
2,1,1,1,,,,14,98,32,2,7,5,56,1,4,0,1,0,1,0
2,0,0,1,COLEGIO,SAN ISIDRO LABRADOR,PRIVADA,14,98,32,1,7,5,52,2,4,0,0,0,2,2
2,1,1,1,COLEGIO,DEUNI,PRIVADA,14,98,308,3,7,6,43,0,4,0,2,0,3,0
2,1,1,1,,,,14,98,324,2,7,4,81,2,4,0,2,0,3,0
2,0,0,2,COLEGIO,1262 EL AMAUTA JOSE C. MARIATE,ESTATAL,14,98,32,2,7,5,68,2,4,0,2,0,1,0
2,1,1,1,COLEGIO,NUESTRA SEÑORA DE LA MERCED,PRIVADA,14,98,32,1,7,3,24,1,4,0,3,0,1,1
2,1,1,1,COLEGIO,0027 SAN ANTONIO JICAMARCA,ESTATAL,14,98,324,1,7,6,40,2,4,0,0,0,2,0
2,1,1,1,,,,14,98,324,1,7,6,40,2,4,2,0,0,2,0
2,1,1,1,COLEGIO,TRILCE,PRIVADA,14,98,324,1,7,5,52,2,4,0,0,0,1,1
2,1,1,2,COLEGIO,COLEGIO NACIONAL VITARTE,ESTATAL,14,98,32,1,7,4,78,1,4,0,0,0,3,0
2,1,0,2,COLEGIO,RICARDO PALMA,ESTATAL,14,98,32,1,7,0,1,0,4,0,0,0,1,1
2,1,1,1,,,,14,98,324,2,7,6,42,1,4,0,0,0,4,0
2,1,0,1,COLEGIO,COLEGIO NACIONAL MIXTO HUAYCAN,ESTATAL,14,98,32,1,7,6,40,1,4,0,0,0,1,0
2,1,1,1,,,,14,98,32,3,7,5,53,0,4,1,3,0,1,0
2,0,0,2,COLEGIO,JULIO C. TELLO,ESTATAL,14,98,32,1,7,0,0,2,4,0,0,0,1,0
2,0,0,1,COLEGIO,1217 JORGE BASADRE,ESTATAL,14,98,103,1,7,6,40,1,4,0,0,0,3,0
2,1,1,1,,,,14,98,32,2,7,5,63,1,4,0,2,0,3,0
2,1,1,1,COLEGIO,PITAGORAS DE SAMOS,PRIVADA,14,98,32,1,7,5,51,1,4,0,0,0,2,0
2,1,1,1,COLEGIO,THALES,PRIVADA,14,98,32,1,7,0,1,1,4,0,0,0,3,0
2,1,1,2,,,,14,98,560,2,7,0,12,2,4,2,2,0,1,1
2,1,1,2,,,,14,98,32,3,7,0,2,0,4,0,1,0,1,1
2,1,1,2,COLEGIO,20147 ELADIO HURTADO VICENTE,ESTATAL,14,28,253,1,7,4,78,2,4,2,0,0,1,1
2,1,1,1,COLEGIO,SAN FRANCISCO DE ASIS,PRIVADA,14,98,32,1,7,5,16,1,4,0,2,0,3,0
2,1,1,1,,,,14,98,560,3,7,3,26,1,4,1,1,0,3,0
2,0,0,1,,,,14,98,32,2,7,5,68,1,4,2,0,0,2,0
2,1,1,2,COLEGIO,JUAN CRONIQUEUR,PRIVADA,14,98,32,1,7,0,1,2,4,0,1,0,1,1
2,1,1,1,,,,14,98,32,2,7,6,42,2,4,0,0,0,1,1
2,1,1,1,,,,14,98,32,2,7,6,42,2,4,0,0,0,2,0
2,0,0,1,COLEGIO,PLANTELES DE APLICACION DE UNE,ESTATAL,14,98,324,1,7,6,48,1,4,0,4,0,3,0
2,1,1,1,COLEGIO,1278 MIXTO LA MOLINA,ESTATAL,14,98,32,1,7,6,40,2,4,0,1,0,3,0
2,1,1,1,COLEGIO,JOSE MARIA ARGUEDAS,ESTATAL,14,98,32,1,7,5,56,1,4,0,2,0,2,0
2,1,1,1,COLEGIO,1140 AURELIO MIRO QUEZADA SOSA,ESTATAL,14,98,402,1,7,6,57,2,4,0,2,0,2,0
